arm	pair	pas_id	gene_id	pvalue	qvalue	effect	effect_kind	dispersion	p_emp	n_null_ref	q_perm	nominal_hit	perm_hit	effect_floor_pass
A_fisher_reads	ES_vs_RS	103270	ENSMUSG00000026592	0.0130836801779108	0.034845311494232	0.0261918855170999	delta_proportion		0.1129182156133829	2151	0.30073116607237693	True	False	False
A_fisher_reads	ES_vs_RS	103265	ENSMUSG00000026592	0.0130836801779108	0.034845311494232	-0.0261918855170999	delta_proportion		0.1129182156133829	2151	0.30073116607237693	True	False	False
A_fisher_reads	ES_vs_RS	21328	ENSMUSG00000001175	0.0140736507215468	0.0371032609931688	-0.0534342767169715	delta_proportion		0.1171003717472119	2151	0.30871916187901316	True	False	False
A_fisher_reads	ES_vs_RS	100885	ENSMUSG00000026182	0.0152444338271626	0.0397879722888944	-0.0038246694318058	delta_proportion		0.120817843866171	2151	0.3153345724907063	True	False	False
A_fisher_reads	ES_vs_RS	21537	ENSMUSG00000043319	0.017878206080158	0.0462001167021907	-0.0261426452752158	delta_proportion		0.13289962825278812	2151	0.34343369281166036	True	False	False
A_fisher_reads	ES_vs_RS	193511	ENSMUSG00000079579	0.0195955058796828	0.0501414415156589	-0.0311733553039486	delta_proportion		0.13940520446096655	2151	0.3567133172971791	False	False	False
A_fisher_reads	ES_vs_RS	170276	ENSMUSG00000029433	0.0211523809550416	0.0535997226142317	0.0586364993763943	delta_proportion		0.14265799256505576	2151	0.36149258310174326	False	False	False
A_fisher_reads	ES_vs_RS	153594	ENSMUSG00000027496	0.0271084735356176	0.0673839199313925	-0.0654353323699421	delta_proportion		0.15613382899628253	2151	0.38810408921933087	False	False	False
A_fisher_reads	ES_vs_RS	153593	ENSMUSG00000027496	0.0271084735356176	0.0673839199313925	0.0654353323699422	delta_proportion		0.15613382899628253	2151	0.38810408921933087	False	False	False
A_fisher_reads	ES_vs_RS	163019	ENSMUSG00000048686	0.0321523212642367	0.079167508018545	-0.0050077890026194	delta_proportion		0.1612453531598513	2151	0.39558506757461004	False	False	False
A_fisher_reads	ES_vs_RS	70433	ENSMUSG00000036323	0.03246637016123	0.0791936692717854	0.0130968706039625	delta_proportion		0.1621747211895911	2151	0.39558506757461004	False	False	False
A_fisher_reads	ES_vs_RS	137284	ENSMUSG00000046173	0.0349382881957897	0.0844341964731585	-0.1229967069154775	delta_proportion		0.1649628252788104	2151	0.39633397503983003	False	False	True
A_fisher_reads	ES_vs_RS	14713	ENSMUSG00000069808	0.0366312370920658	0.0861329088381008	0.0076439935195556	delta_proportion		0.16868029739776952	2151	0.39633397503983003	False	False	False
A_fisher_reads	ES_vs_RS	78595	ENSMUSG00000030161	0.0363955043746821	0.0861329088381008	0.0165858622797734	delta_proportion		0.16868029739776952	2151	0.39633397503983003	False	False	False
A_fisher_reads	ES_vs_RS	14712	ENSMUSG00000069808	0.0366312370920658	0.0861329088381008	-0.0076439935195555	delta_proportion		0.16868029739776952	2151	0.39633397503983003	False	False	False
A_fisher_reads	ES_vs_RS	141127	ENSMUSG00000036438	0.0387993847044426	0.09041642328446	-0.0386773219694575	delta_proportion		0.17007434944237917	2151	0.39633397503983003	False	False	False
A_fisher_reads	ES_vs_RS	133813	ENSMUSG00000050058	0.0401968562877075	0.0928440662928467	-0.006421588916494	delta_proportion		0.17286245353159851	2151	0.39926637497121426	False	False	False
A_fisher_reads	ES_vs_RS	50215	ENSMUSG00000026864	0.0493450040001106	0.1119917047306858	-0.0621511139987546	delta_proportion		0.18308550185873607	2151	0.41552448682721843	False	False	False
A_fisher_reads	ES_vs_RS	50216	ENSMUSG00000026864	0.0493450040001106	0.1119917047306858	0.0621511139987547	delta_proportion		0.18308550185873607	2151	0.41552448682721843	False	False	False
A_fisher_reads	ES_vs_RS	24859	ENSMUSG00000021534	0.0530833354273437	0.1184166713379207	-0.0353900670356366	delta_proportion		0.18726765799256506	2151	0.41775092936802977	False	False	False
A_fisher_reads	ES_vs_RS	24860	ENSMUSG00000021534	0.0530833354273437	0.1184166713379207	0.0353900670356366	delta_proportion		0.18726765799256506	2151	0.41775092936802977	False	False	False
A_fisher_reads	ES_vs_RS	70432	ENSMUSG00000036323	0.0542694126998375	0.1190278715517445	0.0101703406880348	delta_proportion		0.19052044609665428	2151	0.4178641716909813	False	False	False
A_fisher_reads	ES_vs_RS	182133	ENSMUSG00000030976	0.0538628869342747	0.1190278715517445	0.0442126677052135	delta_proportion		0.18912639405204462	2151	0.4178641716909813	False	False	False
A_fisher_reads	ES_vs_RS	156647	ENSMUSG00000027927	0.0612377857787888	0.130865184313125	-0.0235849840254626	delta_proportion		0.20492565055762083	2151	0.43878638135823744	False	False	False
A_fisher_reads	ES_vs_RS	5268	ENSMUSG00000042800	0.0616720983544612	0.130865184313125	0.0246510503863632	delta_proportion		0.20678438661710039	2151	0.43878638135823744	False	False	False
A_fisher_reads	ES_vs_RS	5267	ENSMUSG00000042800	0.0616720983544612	0.130865184313125	-0.0246510503863632	delta_proportion		0.20678438661710039	2151	0.43878638135823744	False	False	False
A_fisher_reads	ES_vs_RS	156648	ENSMUSG00000027927	0.0612377857787888	0.130865184313125	0.0235849840254626	delta_proportion		0.20492565055762083	2151	0.43878638135823744	False	False	False
A_fisher_reads	ES_vs_RS	16466	ENSMUSG00000035530	0.0659268118128806	0.1387653055093698	-0.0105161914416148	delta_proportion		0.21561338289962825	2151	0.4538313946516369	False	False	False
A_fisher_reads	ES_vs_RS	28623	ENSMUSG00000072145	0.0783351593821654	0.1622656872916284	-0.062528463218551	delta_proportion		0.23187732342007436	2151	0.4803173127987255	False	False	False
A_fisher_reads	ES_vs_RS	28622	ENSMUSG00000072145	0.0783351593821654	0.1622656872916284	0.0625284632185509	delta_proportion		0.23187732342007436	2151	0.4803173127987255	False	False	False
A_fisher_reads	ES_vs_RS	107176	ENSMUSG00000001666	0.0804363597825885	0.1653062197106741	0.0332922299695835	delta_proportion		0.2342007434944238	2151	0.48131018938617803	False	False	False
A_fisher_reads	ES_vs_RS	14806	ENSMUSG00000037926	0.1019643562089662	0.2079116950823452	0.0269738420926325	delta_proportion		0.2732342007434944	2151	0.5536408524645988	False	False	False
A_fisher_reads	ES_vs_RS	160655	ENSMUSG00000070980	0.1038196061258084	0.2084378246064307	-0.0232305619402393	delta_proportion		0.2760223048327137	2151	0.5536408524645988	False	False	False
A_fisher_reads	ES_vs_RS	160656	ENSMUSG00000070980	0.1038196061258084	0.2084378246064307	0.0232305619402394	delta_proportion		0.2760223048327137	2151	0.5536408524645988	False	False	False
A_fisher_reads	ES_vs_RS	141128	ENSMUSG00000036438	0.1057047458504415	0.2106025852440094	-0.0334268708174942	delta_proportion		0.2778810408921933	2151	0.5536408524645988	False	False	False
A_fisher_reads	ES_vs_RS	4551	ENSMUSG00000042708	0.1126428126867398	0.2210509331672112	0.0645792878769752	delta_proportion		0.2853159851301115	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	4552	ENSMUSG00000042708	0.1126428126867398	0.2210509331672112	-0.0645792878769752	delta_proportion		0.2853159851301115	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	133814	ENSMUSG00000050058	0.1142911465309672	0.2226118600341973	-0.0044174305695385	delta_proportion		0.2871747211895911	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	81210	ENSMUSG00000051113	0.1161778133008518	0.22295889170237	-0.0131778574449477	delta_proportion		0.2904275092936803	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	81209	ENSMUSG00000051113	0.1161778133008518	0.22295889170237	0.0131778574449477	delta_proportion		0.2904275092936803	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	100886	ENSMUSG00000026182	0.1195754968918316	0.2278044137866281	0.0046689533432759	delta_proportion		0.29182156133828996	2151	0.5559520256152823	False	False	False
A_fisher_reads	ES_vs_RS	123572	ENSMUSG00000046957	0.1247995179114861	0.23433578543092	0.0089921337361947	delta_proportion		0.3006505576208178	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	123573	ENSMUSG00000046957	0.1247995179114861	0.23433578543092	-0.0089921337361946	delta_proportion		0.3006505576208178	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	70434	ENSMUSG00000036323	0.1306712519750255	0.2436085483248689	0.0094007199197005	delta_proportion		0.3034386617100372	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	123854	ENSMUSG00000045022	0.1334676064005712	0.2470570586563765	-0.0128290400676568	delta_proportion		0.30715613382899626	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	75184	ENSMUSG00000029766	0.138165868545165	0.2539527583823104	0.0171234366086206	delta_proportion		0.31226765799256506	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	139598	ENSMUSG00000118471	0.1467422917659942	0.2605424364008469	0.0131504061479176	delta_proportion		0.3173791821561338	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	156830	ENSMUSG00000105734	0.1437770677301013	0.2605424364008469	-0.0273403774205484	delta_proportion		0.31644981412639406	2151	0.5633254255527294	False	False	False
A_fisher_reads	ES_vs_RS	69336	ENSMUSG00000067367	0.145356812674682	0.2605424364008469	0.0233302679140895	delta_proportion		0.31691449814126393	2151	0.5633254255527294	False	False	False
