pas_id	chrom	start	end	strand	assigned_gene_id	context	n_samestrand_gene_bodies	utr3_gene_ids	in_own_gene_body	exonic_any_gene	panel	gtf
299522	22	38483437	38483438	-	ENSG00000100201	own-gene 3' UTR	1	ENSG00000100201	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
431170	7	76302664	76303436	+	ENSG00000106211	own-gene 3' UTR	1	ENSG00000106211	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
74347	11	10509598	10509671	-	ENSG00000110315	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
362061	5	10679229	10679316	-	ENSG00000112977	own-gene 3' UTR	1	ENSG00000112977	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
204500	17	75168072	75168248	-	ENSG00000189159	other-gene 3' UTR	2	ENSG00000188612	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
328023	3	150542494	150542649	-	ENSG00000120742	own-gene 3' UTR	1	ENSG00000120742	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
158780	15	65887922	65888084	+	ENSG00000103769	own-gene 3' UTR	1	ENSG00000103769	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
419590	7	6461020	6461089	-	ENSG00000164535	other-gene 3' UTR	2	ENSG00000136240	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
93226	11	130144719	130144805	+	ENSG00000084234	own-gene 3' UTR	1	ENSG00000084234	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
238700	2	27444007	27444297	+	ENSG00000115216	other-gene 3' UTR	1	ENSG00000157992	False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
269359	2	203049749	203050504	+	ENSG00000144426	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
83716	11	72754728	72755089	-	ENSG00000186635	other-gene 3' UTR	2	ENSG00000214530	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
635	1	1785285	1785290	-	ENSG00000078369	own-gene 3' UTR	1	ENSG00000078369	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
74345	11	10509257	10509357	-	ENSG00000110315	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
461893	8	109343540	109343671	+	ENSG00000120533	own-gene 3' UTR	1	ENSG00000120533	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
219852	19	6677834	6677840	-	ENSG00000125730	own-gene 3' UTR	1	ENSG00000125730	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
85315	11	77733656	77734847	-	ENSG00000048649	exonic, not 3' UTR	2		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
362082	5	10746173	10746926	-	ENSG00000112977	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
112474	12	95771089	95771544	-	ENSG00000074527	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
391549	6	14136185	14136232	+	ENSG00000112149	own-gene 3' UTR	1	ENSG00000112149	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
390911	6	11296608	11297594	-	ENSG00000111859	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
117167	12	118145492	118145584	+	ENSG00000089220	own-gene 3' UTR	1	ENSG00000089220	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
40273	1	205712942	205713801	-	ENSG00000069275	own-gene 3' UTR	1	ENSG00000069275	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
308303	3	32475454	32477640	+	ENSG00000153551	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
476748	9	83968082	83968474	-	ENSG00000165119	own-gene 3' UTR	1	ENSG00000165119	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
199997	17	59841886	59842008	+	ENSG00000062716	own-gene 3' UTR	1	ENSG00000062716	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
222302	19	12796822	12796823	-	ENSG00000095066	other-gene 3' UTR	2	ENSG00000167815	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
452106	8	37858889	37859295	-	ENSG00000156675	own-gene 3' UTR	1	ENSG00000156675	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
8356	1	30733078	30733575	-	ENSG00000162511	own-gene 3' UTR	1	ENSG00000162511	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
141186	14	68788079	68788408	-	ENSG00000185650	own-gene 3' UTR	1	ENSG00000185650	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
40896	1	207340473	207340766	+	ENSG00000196352	own-gene 3' UTR	1	ENSG00000196352	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
153322	15	43801867	43801879	+	ENSG00000140264	own-gene 3' UTR	2	ENSG00000140264,ENSG00000242028	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
174969	16	31191530	31191605	+	ENSG00000089280	own-gene 3' UTR	1	ENSG00000089280	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
396252	6	32637450	32638779	+	ENSG00000196735	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
328392	3	152328293	152329543	+	ENSG00000152601	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
112414	12	95657806	95658731	-	ENSG00000074527	own-gene 3' UTR	1	ENSG00000074527	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
279157	20	17608241	17608242	+	ENSG00000125868	own-gene 3' UTR	1	ENSG00000125868	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
55836	10	35206878	35208259	+	ENSG00000095794	own-gene 3' UTR	1	ENSG00000095794	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
145080	14	90404962	90405004	+	ENSG00000198668	own-gene 3' UTR	1	ENSG00000198668	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
380427	5	134156864	134156925	-	ENSG00000113558	own-gene 3' UTR	1	ENSG00000113558	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
244873	2	60928849	60930257	+	ENSG00000162924	own-gene 3' UTR	2	ENSG00000162924	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
143248	14	75278903	75280668	+	ENSG00000170345	own-gene 3' UTR	1	ENSG00000170345	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
486351	9	133361463	133361491	-	ENSG00000148248	own-gene 3' UTR	1	ENSG00000148248	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
391551	6	14136550	14136680	+	ENSG00000112149	own-gene 3' UTR	1	ENSG00000112149	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
279156	20	17607920	17608069	+	ENSG00000125868	own-gene 3' UTR	1	ENSG00000125868	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
34513	1	173488801	173488815	+	ENSG00000117592	own-gene 3' UTR	1	ENSG00000117592	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
111373	12	92143124	92143359	-	ENSG00000133639	own-gene 3' UTR	1	ENSG00000133639	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
41767	1	212620774	212620806	+	ENSG00000162772	own-gene 3' UTR	1	ENSG00000162772	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
290970	21	33427837	33428654	-	ENSG00000142188	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
138147	14	55683945	55684579	+	ENSG00000126777	own-gene 3' UTR	1	ENSG00000126777	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
184465	17	1344485	1344590	-	ENSG00000108953	own-gene 3' UTR	1	ENSG00000108953	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
495145	X	56817570	56817696	+	ENSG00000204272	own-gene 3' UTR	1	ENSG00000204272	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
31880	1	160358910	160358952	+	ENSG00000162736	own-gene 3' UTR	1	ENSG00000162736	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
219874	19	6730054	6730055	-	ENSG00000125730	other-gene 3' UTR	2	ENSG00000125734	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
244865	2	60921863	60923522	+	ENSG00000162924	own-gene 3' UTR	1	ENSG00000162924	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
368473	5	61335485	61337206	+	ENSG00000130449	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
437186	7	106090504	106090656	-	ENSG00000008282	own-gene 3' UTR	1	ENSG00000008282	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
368522	5	61378556	61380148	+	ENSG00000130449	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
122168	13	27256547	27256629	+	ENSG00000122026	own-gene 3' UTR	1	ENSG00000122026	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
148006	14	103344373	103345690	+	ENSG00000100664	own-gene 3' UTR	1	ENSG00000100664	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
384069	5	150405743	150406300	-	ENSG00000019582	own-gene 3' UTR	1	ENSG00000019582	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
368091	5	59587046	59587778	-	ENSG00000113448	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
166833	16	2771295	2771412	+	ENSG00000167978	own-gene 3' UTR	1	ENSG00000167978	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
344569	4	56678556	56681091	-	ENSG00000171476	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
434386	7	98293133	98293543	-	ENSG00000006453	own-gene 3' UTR	1	ENSG00000006453	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
169715	16	15037684	15037695	+	ENSG00000179889	own-gene 3' UTR	1	ENSG00000179889	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
350790	4	102631487	102631502	-	ENSG00000109323	own-gene 3' UTR	1	ENSG00000109323	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
166148	16	717110	717480	+	ENSG00000103260	own-gene 3' UTR	1	ENSG00000103260	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
455160	8	60621998	60622001	+	ENSG00000104388	own-gene 3' UTR	1	ENSG00000104388	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
49091	10	3776552	3776738	-	ENSG00000067082	own-gene 3' UTR	1	ENSG00000067082	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
330330	3	169083506	169083941	-	ENSG00000085276	own-gene 3' UTR	1	ENSG00000085276	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
95538	12	6964188	6964447	+	ENSG00000111679	exonic, not 3' UTR	2		False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
79553	11	57769592	57771499	+	ENSG00000288534	intronic (same-strand gene body)	3		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
31819	1	160289272	160289373	-	ENSG00000122218	own-gene 3' UTR	1	ENSG00000122218	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
249272	2	85658848	85659254	-	ENSG00000168878	own-gene 3' UTR	1	ENSG00000168878	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
434383	7	98291648	98292031	-	ENSG00000006453	own-gene 3' UTR	1	ENSG00000006453	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
487227	9	137738657	137739265	+	ENSG00000181090	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
285334	20	50123882	50124571	-	ENSG00000124208	other-gene 3' UTR	2	ENSG00000240849	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
499347	X	103675497	103675498	-	ENSG00000123562	own-gene 3' UTR	1	ENSG00000123562	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
184690	17	1650628	1650631	-	ENSG00000174231	own-gene 3' UTR	1	ENSG00000174231	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
211473	18	23531436	23532058	-	ENSG00000141458	own-gene 3' UTR	1	ENSG00000141458	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
485921	9	131648944	131649809	-	ENSG00000107263	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
312833	3	51957453	51957460	-	ENSG00000090097	own-gene 3' UTR	1	ENSG00000090097	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
377844	5	115613431	115613914	-	ENSG00000251201	other-gene 3' UTR	2	ENSG00000134970	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
217867	19	1279227	1279228	+	ENSG00000099622	other-gene 3' UTR	1	ENSG00000228300	False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
470796	9	33164741	33165679	-	ENSG00000086062	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
95517	12	6941956	6942321	+	ENSG00000111676	own-gene 3' UTR	1	ENSG00000111676	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
104725	12	51243765	51243790	+	ENSG00000183283	own-gene 3' UTR	1	ENSG00000183283	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
222271	19	12762998	12763331	-	ENSG00000095066	own-gene 3' UTR	1	ENSG00000095066	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
281789	20	35277262	35277432	-	ENSG00000126005	own-gene 3' UTR	2	ENSG00000126005	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
171704	16	21834581	21834675	-	ENSG00000185864	own-gene 3' UTR	1	ENSG00000185864	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
330843	3	170359447	170359510	+	ENSG00000136603	intronic (same-strand gene body)	1		True	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
138483	14	58273471	58274319	+	ENSG00000100567	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
32638	1	161958505	161959526	+	ENSG00000118217	own-gene 3' UTR	1	ENSG00000118217	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
77249	11	33709995	33710033	-	ENSG00000284969	own-gene 3' UTR	2	ENSG00000085063,ENSG00000284969	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
292139	21	37202346	37203107	+	ENSG00000182670	own-gene 3' UTR	1	ENSG00000182670	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
138480	14	58271935	58272004	+	ENSG00000100567	own-gene 3' UTR	1	ENSG00000100567	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
28677	1	150574555	150574558	-	ENSG00000143384	own-gene 3' UTR	1	ENSG00000143384	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
299679	22	38778506	38778508	-	ENSG00000100242	other-gene 3' UTR	2	ENSG00000100246	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
113759	12	103947768	103947962	+	ENSG00000166598	own-gene 3' UTR	1	ENSG00000166598	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
85136	11	77321550	77322392	-	ENSG00000149269	own-gene 3' UTR	1	ENSG00000149269	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
77240	11	33705282	33705680	-	ENSG00000284969	other-gene 3' UTR	2	ENSG00000085063	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
44704	1	230281771	230282124	+	ENSG00000143641	own-gene 3' UTR	1	ENSG00000143641	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
419591	7	6461741	6462106	-	ENSG00000164535	other-gene 3' UTR	2	ENSG00000136240	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
281482	20	34540955	34540996	+	ENSG00000078747	other-gene 3' UTR	1	ENSG00000125971	False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
300465	22	40824440	40824840	-	ENSG00000100380	own-gene 3' UTR	1	ENSG00000100380	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
446575	7	158730996	158731002	-	ENSG00000117868	own-gene 3' UTR	1	ENSG00000117868	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
80536	11	62515901	62515971	-	ENSG00000124942	own-gene 3' UTR	1	ENSG00000124942	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
318820	3	105576897	105576911	+	ENSG00000170017	own-gene 3' UTR	1	ENSG00000170017	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
449135	8	18056414	18056581	-	ENSG00000104763	own-gene 3' UTR	1	ENSG00000104763	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
451743	8	30785615	30785616	-	ENSG00000104695	own-gene 3' UTR	1	ENSG00000104695	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
309254	3	37366358	37366749	+	ENSG00000144674	own-gene 3' UTR	1	ENSG00000144674	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
222277	19	12773223	12774733	-	ENSG00000095066	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
171458	16	21402147	21402241	-	ENSG00000169246	own-gene 3' UTR	1	ENSG00000169246	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
145088	14	90408242	90408268	+	ENSG00000198668	own-gene 3' UTR	1	ENSG00000198668	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
105733	12	55725389	55725535	-	ENSG00000135404	own-gene 3' UTR	1	ENSG00000135404	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
370747	5	71071238	71072035	-	ENSG00000145736	outside any same-strand gene	0		False	False	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
96456	12	9752890	9753507	-	ENSG00000110848	own-gene 3' UTR	1	ENSG00000110848	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
242460	2	44318762	44318765	-	ENSG00000138078	own-gene 3' UTR	1	ENSG00000138078	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
186615	17	7354329	7354944	+	ENSG00000072818	other-gene 3' UTR	1	ENSG00000213859	False	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
245463	2	62136017	62136058	+	ENSG00000173163	own-gene 3' UTR	1	ENSG00000173163	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
147197	14	101766131	101767049	+	ENSG00000078304	own-gene 3' UTR	1	ENSG00000078304	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
199998	17	59842142	59842255	+	ENSG00000062716	own-gene 3' UTR	1	ENSG00000062716	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
133855	14	31100111	31100449	-	ENSG00000092148	own-gene 3' UTR	1	ENSG00000092148	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
71292	10	129767106	129767107	+	ENSG00000170430	own-gene 3' UTR	1	ENSG00000170430	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
217575	19	582865	582909	+	ENSG00000172270	own-gene 3' UTR	1	ENSG00000172270	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
71839	11	315072	315272	+	ENSG00000185201	own-gene 3' UTR	2	ENSG00000185201,ENSG00000185885	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
161574	15	78283234	78283235	-	ENSG00000140395	own-gene 3' UTR	1	ENSG00000140395	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
308286	3	32454833	32454847	+	ENSG00000153551	own-gene 3' UTR	1	ENSG00000153551	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
377819	5	115578371	115579461	-	ENSG00000251201	own-gene 3' UTR	2	ENSG00000243414,ENSG00000251201	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
41760	1	212614903	212616527	+	ENSG00000162772	exonic, not 3' UTR	1		True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
241910	2	42332153	42332548	+	ENSG00000143924	own-gene 3' UTR	1	ENSG00000143924	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
75872	11	18407236	18407452	+	ENSG00000134333	own-gene 3' UTR	1	ENSG00000134333	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
219478	19	5685246	5685600	+	ENSG00000130255	other-gene 3' UTR	2	ENSG00000167733	True	True	d	/home/sharedFolder/humanSTARindex/Homo_sapiens.GRCh38.99.gtf
